method,1,2,3,4,5,6,7,8,9,10
Desktop,41.0,55.0,72.0,69.0,67.0,95.0,80.0,61.0,111.0,58.0
Mobile,511.0,647.0,360.0,407.0,309.0,407.0,307.0,351.0,403.0,436.0
Unclear,419.0,485.0,467.0,396.0,377.0,575.0,406.0,370.0,495.0,486.0
