method,1,2,3,4,5,6,7,8,9,10
Desktop,1619,2327,3376,3994,4369,4623,5194,5758,7098,8642
Mobile,10720,11607,13447,14784,15117,14465,13900,14598,14150,19385
Open311,556,1062,1493,1617,1148,1528,1520,1948,1491,1590
Unclear,11675,16847,23915,27009,27055,28173,30127,32419,37291,45271
