answered_survey,1,2,3,4,5,6,7,8,9,10
No,705.0,876.0,900.0,681.0,647.0,690.0,715.0,828.0,861.0,820.0
Yes,84.0,174.0,203.0,151.0,136.0,162.0,171.0,175.0,172.0,180.0
