answered_survey,1,2,3,4,5,6,7,8,9,10
No,761.0,893.0,764.0,708.0,632.0,858.0,639.0,747.0,921.0,800.0
Yes,95.0,214.0,148.0,151.0,169.0,183.0,129.0,168.0,215.0,136.0
