answered_survey,1,2,3,4,5,6,7,8,9,10
No,1067.0,902.0,703.0,944.0,746.0,863.0,1014.0,1174.0,1153.0,1326.0
Yes,201.0,169.0,124.0,138.0,125.0,146.0,168.0,162.0,179.0,196.0
