status,1,2,3,4,5,6,7,8,9,10
Not Reported Fixed,712.0,781.0,598.0,921.0,762.0,742.0,929.0,937.0,940.0,1071.0
Reported Fixed,198.0,219.0,231.0,420.0,251.0,255.0,316.0,366.0,369.0,482.0
