repeat_use,1,2,3,4,5,6,7,8,9,10
First Report,370.0,525.0,632.0,754.0,715.0,987.0,1086.0,1197.0,1113.0,1109.0
Reported Before,1366.0,2078.0,2699.0,3197.0,2888.0,3386.0,3341.0,3414.0,3152.0,2992.0
