cobrand_reduced,1,2,3,4,5,6,7,8,9,10
Cobrand,4963.0,10483.0,15045.0,17892.0,17847.0,16620.0,19883.0,20722.0,22928.0,27356.0
FixMyStreet.com,20568.0,27294.0,29884.0,33656.0,31077.0,32068.0,32219.0,33616.0,33559.0,35228.0
