method,1,2,3,4,5,6,7,8,9,10
Desktop,19.0,38.0,65.0,73.0,67.0,65.0,130.0,66.0,82.0,104.0
Mobile,494.0,518.0,363.0,402.0,429.0,298.0,397.0,330.0,426.0,477.0
Unclear,233.0,390.0,432.0,467.0,400.0,444.0,554.0,423.0,587.0,549.0
