repeat_use,1,2,3,4,5,6,7,8,9,10
First Report,321.0,270.0,268.0,262.0,234.0,280.0,349.0,321.0,287.0,272.0
Reported Before,747.0,847.0,699.0,824.0,676.0,938.0,1101.0,994.0,895.0,914.0
