method,1,2,3,4,5,6,7,8,9,10
Desktop,66.0,70.0,59.0,72.0,53.0,64.0,44.0,72.0,117.0,93.0
Mobile,437.0,356.0,321.0,433.0,502.0,394.0,361.0,490.0,385.0,464.0
Unclear,457.0,499.0,329.0,432.0,411.0,379.0,302.0,517.0,611.0,543.0
