answered_survey,1,2,3,4,5,6,7,8,9,10
No,819.0,885.0,866.0,927.0,676.0,737.0,875.0,664.0,573.0,702.0
Yes,147.0,112.0,197.0,190.0,158.0,161.0,192.0,151.0,143.0,157.0
