cobrand_reduced,1,2,3,4,5,6,7,8,9,10
Cobrand,3179.0,5920.0,8300.0,9200.0,14846.0,17114.0,18739.0,23995.0,27333.0,45113.0
FixMyStreet.com,16847.0,20516.0,25634.0,26479.0,29265.0,34178.0,32505.0,37511.0,36341.0,49893.0
