status,1,2,3,4,5,6,7,8,9,10
Not Reported Fixed,737.0,766.0,459.0,636.0,795.0,742.0,699.0,625.0,574.0,620.0
Reported Fixed,285.0,361.0,147.0,243.0,282.0,354.0,283.0,246.0,226.0,252.0
