method,1,2,3,4,5,6,7,8,9,10
Cobrand,2705.0,7779.0,9628.0,13807.0,12500.0,15425.0,14658.0,18886.0,17407.0,17575.0
FixMyStreet.com,8697.0,12038.0,16086.0,17022.0,15994.0,17012.0,19397.0,18431.0,17678.0,16998.0
Mobile,15227.0,18716.0,20378.0,24217.0,22788.0,23940.0,22426.0,23904.0,21807.0,21004.0
