method,1,2,3,4,5,6,7,8,9,10
Desktop,8901,5204,4550,3919,4266,4300,3790,4246,3731,4093
Mobile,16916,11253,10968,11060,12605,13029,14568,16466,17624,17684
Open311,4162,1860,1204,1191,1152,1237,1175,874,664,434
Unclear,51663,30175,25250,24740,24745,26729,22843,25257,23611,24769
