method,1,2,3,4,5,6,7,8,9,10
Desktop,123.0,91.0,84.0,65.0,106.0,63.0,92.0,94.0,94.0,110.0
Mobile,874.0,635.0,405.0,429.0,490.0,356.0,565.0,380.0,553.0,658.0
Unclear,741.0,622.0,382.0,368.0,479.0,435.0,514.0,501.0,561.0,631.0
