method,1,2,3,4,5,6,7,8,9,10
Desktop,5871,7375,4829,3728,3768,4039,4028,4800,5230,3332
Mobile,38699,24830,14216,10293,9043,9487,9213,9524,9952,6916
Open311,327,464,463,790,959,1226,1499,1593,2655,3977
Unclear,38151,41265,27591,22688,22399,23758,23523,26736,30792,22879
