status,1,2,3,4,5,6,7,8,9,10
Not Reported Fixed,62993,50057,44692,39480,30361,27518,24954,21305,19937,14783
Reported Fixed,24479,22798,20532,17382,14215,11636,10999,8975,8991,6821
