method,1,2,3,4,5,6,7,8,9,10
FixMyStreet.com,511.0,325.0,484.0,569.0,419.0,398.0,533.0,417.0,383.0,440.0
Mobile,455.0,672.0,579.0,548.0,415.0,500.0,534.0,398.0,333.0,419.0
