cobrand_reduced,1,2,3,4,5,6,7,8,9,10
Cobrand,4904.0,8999.0,13590.0,14526.0,14671.0,16462.0,18221.0,24238.0,25268.0,32860.0
FixMyStreet.com,19555.0,21273.0,27017.0,27139.0,28026.0,34420.0,34229.0,38682.0,39518.0,39310.0
