method,1,2,3,4,5,6,7,8,9,10
Desktop,83.0,98.0,79.0,80.0,81.0,115.0,96.0,99.0,88.0,103.0
Mobile,434.0,426.0,422.0,542.0,419.0,568.0,728.0,633.0,602.0,569.0
Unclear,551.0,593.0,466.0,464.0,410.0,535.0,626.0,583.0,492.0,514.0
