cobrand_reduced,1,2,3,4,5,6,7,8,9,10
Cobrand,26386.0,35727.0,20315.0,14519.0,12727.0,13001.0,12044.0,14474.0,15824.0,8722.0
FixMyStreet.com,56662.0,38207.0,26784.0,22980.0,23442.0,25509.0,26219.0,28179.0,32805.0,28382.0
