status,1,2,3,4,5,6,7,8,9,10
Not Reported Fixed,17042,25901,31190,35266,34460,33978,37029,37274,39044,44896
Reported Fixed,8489,11876,13739,16282,14464,14710,15073,17064,17443,17688
