method,1,2,3,4,5,6,7,8,9,10
Desktop,1517,2719,3653,4346,4383,5604,5809,6152,6362,6455
Mobile,12320,13853,14906,16977,16330,16154,13744,13766,12513,11610
Open311,446,813,1432,1676,1569,1490,1986,1535,1307,1699
Unclear,10715,18750,25672,29417,28795,32310,32960,34620,33193,33350
