method,1,2,3,4,5,6,7,8,9,10
Desktop,77.0,71.0,68.0,106.0,85.0,85.0,117.0,108.0,103.0,102.0
Mobile,381.0,430.0,359.0,608.0,493.0,442.0,564.0,602.0,683.0,783.0
Unclear,452.0,499.0,402.0,627.0,435.0,470.0,564.0,593.0,523.0,668.0
