method,1,2,3,4,5,6,7,8,9,10
FixMyStreet.com,556.0,554.0,402.0,502.0,432.0,450.0,655.0,606.0,517.0,560.0
Mobile,565.0,383.0,489.0,555.0,612.0,608.0,776.0,894.0,628.0,757.0
