status,1,2,3,4,5,6,7,8,9,10
Not Reported Fixed,723.0,690.0,766.0,843.0,564.0,623.0,760.0,578.0,511.0,595.0
Reported Fixed,243.0,307.0,297.0,274.0,270.0,275.0,307.0,237.0,205.0,264.0
