cobrand_reduced,1,2,3,4,5,6,7,8,9,10
Cobrand,4761.0,8442.0,13362.0,15016.0,17145.0,17093.0,19408.0,20106.0,24828.0,33578.0
FixMyStreet.com,19809.0,23401.0,28869.0,32388.0,30544.0,31696.0,31333.0,34617.0,35202.0,41310.0
