answered_survey,1,2,3,4,5,6,7,8,9,10
No,813.0,992.0,735.0,732.0,614.0,857.0,634.0,643.0,862.0,833.0
Yes,158.0,195.0,164.0,140.0,139.0,220.0,159.0,139.0,147.0,147.0
