cobrand_reduced,1,2,3,4,5,6,7,8,9,10
Cobrand,3810.0,10343.0,12871.0,18275.0,16747.0,20268.0,19185.0,25057.0,23365.0,23818.0
FixMyStreet.com,23370.0,27980.0,32750.0,36352.0,34764.0,35608.0,36463.0,35657.0,33459.0,33600.0
