status,1,2,3,4,5,6,7,8,9,10
Not Reported Fixed,946.0,773.0,660.0,728.0,651.0,729.0,883.0,896.0,971.0,1156.0
Reported Fixed,322.0,298.0,167.0,354.0,220.0,280.0,299.0,440.0,361.0,366.0
