method,1,2,3,4,5,6,7,8,9,10
Desktop,86.0,52.0,80.0,55.0,49.0,131.0,83.0,59.0,66.0,49.0
Mobile,513.0,437.0,485.0,358.0,476.0,410.0,626.0,315.0,296.0,227.0
Unclear,524.0,421.0,547.0,355.0,439.0,579.0,609.0,383.0,328.0,295.0
