method,1,2,3,4,5,6,7,8,9,10
Desktop,81.0,105.0,62.0,70.0,91.0,96.0,98.0,107.0,104.0,108.0
Mobile,444.0,430.0,327.0,458.0,569.0,438.0,599.0,756.0,596.0,728.0
Unclear,562.0,564.0,397.0,419.0,446.0,492.0,538.0,645.0,571.0,600.0
