method,1,2,3,4,5,6,7,8,9,10
Cobrand,4965.0,6241.0,9011.0,11082.0,10639.0,12542.0,16150.0,17073.0,23197.0,19470.0
FixMyStreet.com,8423.0,11445.0,14479.0,14985.0,13354.0,14705.0,17916.0,18382.0,19443.0,16280.0
Mobile,13824.0,13993.0,15522.0,17485.0,18321.0,20574.0,25275.0,25356.0,28334.0,24442.0
