method,1,2,3,4,5,6,7,8,9,10
Desktop,23.0,46.0,81.0,64.0,64.0,84.0,72.0,106.0,84.0,86.0
Mobile,516.0,585.0,465.0,335.0,319.0,323.0,362.0,423.0,422.0,393.0
Unclear,250.0,419.0,557.0,433.0,400.0,445.0,452.0,474.0,527.0,521.0
