method,1,2,3,4,5,6,7,8,9,10
Desktop,1619.0,2827.0,3581.0,4164.0,4374.0,5412.0,5866.0,6893.0,6861.0,7077.0
Mobile,13368.0,14835.0,14549.0,16378.0,17468.0,16483.0,14938.0,16260.0,14157.0,13344.0
Open311,446.0,781.0,1275.0,1668.0,1490.0,1556.0,1715.0,1851.0,1389.0,1782.0
Unclear,11551.0,19434.0,24215.0,28976.0,29077.0,31166.0,34001.0,38772.0,35990.0,36541.0
