method,1,2,3,4,5,6,7,8,9,10
Cobrand,8917.0,12263.0,12328.0,12781.0,13810.0,12889.0,13382.0,14384.0,12915.0,16701.0
FixMyStreet.com,9693.0,12363.0,15035.0,13483.0,14298.0,13395.0,15249.0,16851.0,17917.0,21128.0
Mobile,18718.0,22293.0,23008.0,21848.0,23570.0,17763.0,19292.0,18545.0,17886.0,20203.0
