method,1,2,3,4,5,6,7,8,9,10
Desktop,4059,4763,5046,5042,4680,4800,5419,4694,4706,3791
Mobile,13142,16716,18991,16256,17145,14940,14039,11644,10363,8937
Open311,2548,2217,1765,1052,1094,1581,1111,830,820,935
Unclear,26500,28997,31775,29602,29027,28764,30298,26647,25769,22403
