cobrand_reduced,1,2,3,4,5,6,7,8,9,10
Cobrand,16076.0,18423.0,21327.0,19449.0,18566.0,17902.0,17651.0,15550.0,15280.0,13515.0
FixMyStreet.com,38374.0,39273.0,41907.0,35760.0,30349.0,26522.0,27080.0,24754.0,24193.0,20957.0
