answered_survey,1,2,3,4,5,6,7,8,9,10
No,901.0,954.0,508.0,740.0,874.0,896.0,801.0,707.0,663.0,680.0
Yes,121.0,173.0,98.0,139.0,203.0,200.0,181.0,164.0,137.0,192.0
