status,1,2,3,4,5,6,7,8,9,10
Not Reported Fixed,989.0,886.0,498.0,475.0,520.0,575.0,728.0,648.0,776.0,783.0
Reported Fixed,378.0,305.0,169.0,195.0,212.0,223.0,308.0,272.0,376.0,442.0
