status,1,2,3,4,5,6,7,8,9,10
Not Reported Fixed,481.0,564.0,731.0,500.0,552.0,539.0,501.0,563.0,589.0,652.0
Reported Fixed,272.0,287.0,277.0,224.0,236.0,236.0,229.0,263.0,262.0,297.0
