method,1,2,3,4,5,6,7,8,9,10
Mobile,484.0,379.0,224.0,200.0,251.0,250.0,431.0,304.0,463.0,463.0
Unclear,883.0,812.0,443.0,470.0,481.0,548.0,605.0,616.0,689.0,762.0
