cobrand_reduced,1,2,3,4,5,6,7,8,9,10
Cobrand,2734.0,7286.0,9073.0,12227.0,11296.0,15796.0,15830.0,18882.0,19461.0,22216.0
FixMyStreet.com,17646.0,21751.0,25722.0,28793.0,25770.0,26314.0,24587.0,23172.0,23205.0,20558.0
