answered_survey,1,2,3,4,5,6,7,8,9,10
No,672.0,874.0,586.0,664.0,600.0,622.0,695.0,643.0,790.0,847.0
Yes,75.0,96.0,132.0,128.0,117.0,131.0,136.0,114.0,170.0,161.0
