method,1,2,3,4,5,6,7,8,9,10
FixMyStreet.com,351.0,515.0,516.0,409.0,398.0,743.0,394.0,393.0,498.0,490.0
Mobile,388.0,447.0,287.0,482.0,331.0,263.0,342.0,263.0,299.0,439.0
