method,1,2,3,4,5,6,7,8,9,10
Mobile,774.0,404.0,185.0,281.0,325.0,248.0,350.0,404.0,238.0,240.0
Unclear,1224.0,669.0,530.0,454.0,382.0,539.0,677.0,649.0,682.0,504.0
