method,1,2,3,4,5,6,7,8,9,10
Mobile,15313.0,16527.0,12731.0,9477.0,7181.0,5634.0,4943.0,4116.0,3919.0,3858.0
Open311,1.0,,,,,,,,,1.0
Unclear,47686.0,41570.0,38186.0,35853.0,28569.0,24817.0,21504.0,18667.0,18545.0,13221.0
