cobrand_reduced,1,2,3,4,5,6,7,8,9,10
Cobrand,8515.0,12329.0,13472.0,14227.0,13364.0,13265.0,16591.0,15211.0,15292.0,12535.0
FixMyStreet.com,26263.0,30380.0,27656.0,25387.0,25978.0,23054.0,23001.0,20045.0,18578.0,17176.0
