cobrand_reduced,1,2,3,4,5,6,7,8,9,10
Cobrand,11060.0,13086.0,10841.0,13311.0,9868.0,12234.0,11785.0,11821.0,17624.0,23171.0
FixMyStreet.com,29615.0,32352.0,22460.0,20745.0,18920.0,19650.0,21025.0,22040.0,28787.0,40293.0
