method,1,2,3,4,5,6,7,8,9,10
Mobile,8734.0,11408.0,11090.0,9793.0,9843.0,7736.0,7463.0,6791.0,5626.0,5215.0
Open311,1.0,,,1.0,,,,,,
Unclear,26043.0,31301.0,30038.0,29820.0,29499.0,28583.0,32129.0,28465.0,28244.0,24496.0
