method,1,2,3,4,5,6,7,8,9,10
Mobile,6827.0,6797.0,7192.0,7922.0,8203.0,9656.0,10185.0,9873.0,8930.0,8114.0
Open311,,,1.0,,,,,1.0,,
Unclear,14691.0,17648.0,23486.0,26770.0,24669.0,28472.0,35879.0,35911.0,43770.0,37322.0
