method,1,2,3,4,5,6,7,8,9,10
Mobile,766.0,410.0,339.0,246.0,348.0,276.0,222.0,350.0,303.0,189.0
Unclear,1055.0,736.0,658.0,564.0,504.0,629.0,534.0,621.0,639.0,370.0
