answered_survey,1,2,3,4,5,6,7,8,9,10
No,1204.0,1071.0,564.0,590.0,641.0,706.0,918.0,823.0,1036.0,1081.0
Yes,163.0,120.0,103.0,80.0,91.0,92.0,118.0,97.0,116.0,144.0
