cobrand_reduced,1,2,3,4,5,6,7,8,9,10
Cobrand,9830.0,11544.0,13861.0,13879.0,14174.0,14824.0,15307.0,14152.0,14424.0,12806.0
FixMyStreet.com,29441.0,31960.0,32878.0,27538.0,23083.0,20380.0,20201.0,18358.0,17797.0,15882.0
