method,1,2,3,4,5,6,7,8,9,10
Mobile,312.0,219.0,227.0,323.0,352.0,321.0,342.0,357.0,479.0,517.0
Unclear,666.0,627.0,462.0,540.0,466.0,577.0,629.0,706.0,671.0,965.0
