method,1,2,3,4,5,6,7,8,9,10
Mobile,6254.0,7061.0,8500.0,8763.0,8333.0,9241.0,7745.0,8692.0,8484.0,10626.0
Open311,,,,1.0,,,,,1.0,
Unclear,10820.0,14258.0,17666.0,20649.0,24653.0,28745.0,29314.0,36437.0,40976.0,65100.0
