status,1,2,3,4,5,6,7,8,9,10
Not Reported Fixed,32933,27381,25039,20785,19082,17670,19887,21653,22116,21144
Reported Fixed,22072,21074,18336,13361,10968,9782,11285,11934,12830,12987
