method,1,2,3,4,5,6,7,8,9,10
Mobile,6164.0,7142.0,7701.0,9508.0,9713.0,9157.0,10360.0,8139.0,8061.0,7754.0
Open311,,,,1.0,,,,1.0,,
Unclear,17383.0,21857.0,22763.0,26809.0,28152.0,28035.0,36030.0,33568.0,38252.0,35769.0
