method,1,2,3,4,5,6,7,8,9,10
FixMyStreet.com,287.0,419.0,582.0,389.0,452.0,389.0,533.0,606.0,574.0,477.0
Mobile,586.0,531.0,301.0,314.0,326.0,222.0,252.0,315.0,420.0,282.0
