cobrand_reduced,1,2,3,4,5,6,7,8,9,10
Cobrand,8297.0,11577.0,11285.0,11549.0,13254.0,12611.0,14220.0,15570.0,15155.0,21283.0
FixMyStreet.com,22322.0,25655.0,27277.0,24268.0,25398.0,20096.0,21424.0,20757.0,22094.0,28227.0
