answered_survey,1,2,3,4,5,6,7,8,9,10
No,860.0,719.0,621.0,761.0,733.0,801.0,845.0,948.0,1015.0,1330.0
Yes,118.0,127.0,68.0,102.0,85.0,97.0,126.0,115.0,135.0,152.0
