method,1,2,3,4,5,6,7,8,9,10
FixMyStreet.com,611.0,652.0,535.0,502.0,559.0,607.0,787.0,725.0,616.0,714.0
Mobile,290.0,216.0,269.0,385.0,281.0,388.0,525.0,363.0,395.0,337.0
